Price,Hostel No.,Occupancy,Room Size,Floor
2383.0,2,2,942,1
2040.0,3,2,1151,4
1720.0,2,2,1157,2
1500.0,3,1,700,4
1200.0,2,3,1329,2
,1,2,861,7
825.0,1,3,1136,1
2002.0,2,2,939,1
3600.0,1,2,849,7
1630.0,1,1,528,1
1400.0,2,3,1195,3
1690.0,3,2,1176,4
,3,2,1010,7
2162.0,1,1,502,5
986.0,1,2,903,2
1540.0,2,1,728,1
4700.0,2,2,1012,6
3066.0,1,1,611,8
1300.0,1,2,813,4
,2,1,644,6
2540.0,3,1,730,7
,3,3,1124,5
,1,2,987,7
2000.0,1,1,504,8
,3,3,1353,8
1730.0,3,3,1217,3
1300.0,1,1,690,4
2400.0,2,1,632,4
1440.0,3,2,1009,4
3500.0,1,3,1353,5
1486.0,1,2,910,1
903.0,1,2,939,2
850.0,1,4,1748,2
,2,2,947,8
,3,1,748,6
1080.0,1,2,938,2
1140.0,1,3,1308,1
1840.0,3,1,713,4
2600.0,1,2,903,6
2400.0,2,2,1158,4
,2,2,1092,6
650.0,3,4,1405,2
1780.0,3,2,1133,4
1444.0,1,1,534,4
1174.0,1,3,1399,1
,2,2,1143,5
1400.0,2,2,1056,2
2020.0,2,3,1372,2
,3,1,711,8
960.0,1,3,1273,2
4200.0,2,2,1142,7
3373.0,3,1,639,7
,3,2,1118,6
1642.0,1,1,546,2
1226.0,2,2,969,3
740.0,2,4,1562,1
,1,2,997,8
960.0,2,2,971,3
1820.0,2,2,1076,4
901.0,3,3,1211,4
,3,1,671,6
1250.0,3,1,790,4
1130.0,3,3,1033,4
1840.0,3,3,1356,2
1372.0,2,1,751,4
,2,2,937,8
,1,3,1022,6
1962.0,2,2,1177,2
,3,2,995,7
1120.0,2,2,977,4
1540.0,3,1,751,2
2040.0,2,2,1187,1
904.0,1,3,1025,3
,2,1,696,6
,3,2,1171,5
,1,2,991,6
820.0,1,4,1313,3
870.0,2,3,1051,3
1502.0,3,2,907,1
1720.0,1,3,1388,3
1030.0,1,2,905,2
,1,3,1385,8
1540.0,3,2,1186,1
1194.0,2,2,1022,2
,3,1,684,6
,2,3,1038,7
872.0,3,2,1175,4
,1,1,700,6
3900.0,3,2,1008,5
3900.0,1,1,676,8
1506.0,3,3,1014,2
1500.0,3,3,1246,2
,2,2,901,8
,3,3,1025,6
870.0,2,3,1117,2
1360.0,1,2,997,4
3440.0,1,1,597,8
,2,2,1067,6
1260.0,1,2,872,3
1120.0,2,1,748,3
1335.0,3,1,615,4
2540.0,2,1,602,7
1070.0,2,3,1267,4
840.0,1,3,1192,2
1960.0,2,2,1085,4
2660.0,1,1,576,5
,3,1,738,7
912.0,1,2,996,4
850.0,2,3,1320,2
2060.0,2,2,1170,3
1302.0,1,2,984,2
,3,1,727,6
1642.0,3,1,629,4
3660.0,3,1,652,6
784.0,2,2,1184,4
2500.0,3,2,1159,7
1104.0,3,1,631,3
,2,2,1111,5
1827.2,2,3,1392,3
2200.0,1,3,1357,6
1620.0,1,2,811,2
1060.0,2,3,1200,2
,2,3,1392,8
1750.0,2,2,1064,4
,2,2,1112,6
570.0,1,3,1271,1
,3,2,913,8
3300.0,2,2,1161,8
1900.0,1,1,561,2
1800.0,2,1,676,4
920.0,3,2,1155,3
1500.0,2,2,1078,3
1200.0,2,2,948,3
2096.0,1,1,648,7
2000.0,1,3,1169,5
,3,1,648,8
1422.0,2,1,691,4
,3,3,1370,7
2300.0,3,1,636,2
2060.0,1,3,1268,6
3350.0,3,2,1128,5
1420.0,3,3,1278,1
2940.0,1,2,825,8
,3,1,705,5
1550.0,3,1,699,2
1385.0,1,3,1386,1
1310.0,1,2,866,4
820.0,2,2,968,2
,3,2,997,7
1920.0,2,1,725,1
1530.0,1,2,901,3
,3,4,1310,7
,2,2,901,8
640.0,3,4,1205,4
3000.0,2,1,698,8
1400.0,2,3,1127,3
,2,3,1392,7
1700.0,3,2,1170,4
3410.0,2,1,668,5
,3,1,774,8
,2,1,745,8
1220.0,2,3,1053,2
900.0,1,3,1118,1
,2,1,665,6
,1,2,903,6
1710.0,1,2,938,1
2340.0,3,2,1122,2
2620.0,3,1,709,5
983.776,3,3,1386,3
4250.0,3,2,1045,5
2520.0,1,2,905,5
1222.0,3,2,1049,2
7100.0,3,2,1117,5
,2,1,719,7
1226.0,3,3,1143,3
,3,2,936,7
2000.0,2,3,1196,3
1562.0,2,2,1012,3
3200.0,2,2,900,8
1446.0,3,2,991,2
2960.0,3,1,725,7
1800.0,3,1,603,4
2034.0,1,3,1147,5
1730.0,3,2,926,1
1360.0,1,3,1145,3
1553.0,2,1,753,1
2720.0,1,1,628,8
1650.0,2,3,1229,1
3400.0,3,2,927,8
1330.0,3,3,1046,3
1900.0,2,2,1067,2
1070.0,2,3,1370,2
,2,3,1046,5
860.0,3,2,984,3
1200.0,2,3,1010,4
2380.0,2,1,617,1
,1,2,963,7
3600.0,3,1,727,7
4880.0,2,2,1152,8
,3,2,1014,7
2115.0,3,1,711,2
3000.0,1,1,514,8
1570.0,2,1,713,3
,2,2,1186,5
3000.0,3,1,767,6
,2,2,1017,8
1265.0,2,1,662,1
6360.0,2,1,619,7
,3,3,1193,5
4577.0,1,2,961,8
1150.0,2,2,905,1
4440.0,1,1,669,6
1184.0,3,3,1187,3
1860.0,1,1,587,3
,3,1,795,5
2854.0,3,2,1102,7
2420.0,2,1,623,3
1510.0,3,1,744,2
,3,1,793,5
1350.0,2,2,995,2
2000.0,2,2,1177,4
,1,1,631,8
1304.0,1,2,936,1
,1,2,819,6
5170.0,1,3,1340,6
1540.0,3,2,921,1
3222.0,2,3,1305,7
,3,1,765,7
,3,1,715,8
1500.0,3,2,1035,2
2380.0,3,3,1015,1
880.0,2,3,1039,3
1876.0,3,2,1113,3
1650.0,2,2,1117,4
,1,1,617,7
,2,1,618,7
,2,3,1120,5
945.0,3,2,1169,4
1460.0,2,2,1094,2
1034.5,2,2,1031,3
2456.0,3,2,975,4
1135.0,2,3,1260,4
,1,3,1277,8
1002.0,2,3,1083,3
2262.0,2,3,1317,1
1680.0,1,2,841,1
,2,2,971,5
,1,2,986,5
1374.0,2,1,625,4
620.0,3,2,1018,4
2272.0,1,2,808,8
1136.0,2,2,1128,1
1130.0,3,2,939,3
2660.0,1,1,516,5
1720.0,2,2,1094,3
1900.0,3,1,743,4
12020.0,2,1,770,6
2844.0,2,2,1005,6
3400.0,3,1,637,8
1850.0,2,2,1123,1
2180.0,3,1,704,2
1660.0,2,2,933,4
1202.0,3,2,1033,2
,1,1,662,6
,3,1,606,5
2210.0,2,1,774,1
1280.0,3,1,625,1
1790.0,2,1,602,2
1298.0,1,2,983,3
1020.0,3,2,922,2
,2,1,778,8
1550.0,1,3,1001,2
2000.0,3,2,954,1
1040.0,2,3,1175,3
1000.0,2,3,1294,3
1550.0,3,1,689,2
,2,2,1108,7
1920.0,3,2,1178,3
3202.0,1,1,647,5
800.0,1,3,1368,2
1720.0,3,1,633,2
,1,2,820,8
2720.0,2,2,910,6
,3,2,1051,8
1300.0,1,3,1182,1
1908.0,1,1,696,1
2780.0,3,1,720,5
1470.0,3,2,925,2
1460.0,3,2,1157,4
3640.0,2,2,971,8
1344.0,2,3,1157,3
2200.0,2,2,990,4
1682.0,3,3,1166,3
,2,1,659,6
3400.0,1,1,672,7
,3,3,1077,8
1502.0,1,2,934,3
1500.0,2,1,615,2
960.0,3,3,1222,3
,2,2,1053,6
,3,1,726,6
1026.0,1,1,703,4
3120.0,1,2,886,5
1895.0,3,2,900,3
1580.0,1,1,731,3
3800.0,2,1,649,5
1660.0,3,2,961,4
2500.0,1,2,854,8
954.0,3,3,1040,1
930.0,1,2,808,3
2290.0,1,1,540,5
990.0,1,2,927,3
1506.0,1,3,1177,2
,1,2,801,5
850.0,3,2,920,2
,2,1,749,8
,1,2,960,8
2622.0,3,1,754,5
2000.0,1,1,515,7
1440.0,2,2,1011,2
1670.0,2,2,980,3
1480.0,1,1,523,2
2654.0,1,1,657,7
1830.0,2,1,779,3
1130.0,2,2,1021,3
4700.0,1,1,597,5
2600.0,2,3,1248,8
960.0,3,3,1141,4
1760.0,3,2,947,1
2100.0,3,2,1089,3
1430.0,2,3,1018,4
2640.0,1,2,849,7
816.0,3,2,971,2
1240.0,2,3,1371,1
903.0,2,3,1061,4
,1,2,842,6
2100.0,2,2,1121,4
826.0,3,2,1014,4
,3,3,1125,5
1082.0,3,2,969,3
820.0,3,2,917,3
,2,2,1025,5
1070.0,3,2,1157,4
1700.0,3,2,1110,1
1762.0,2,1,778,2
1210.0,3,2,1164,4
2980.0,3,2,1028,6
,2,1,799,6
1520.0,3,2,1011,2
,1,3,1093,5
,2,2,955,5
,3,3,1299,8
2000.0,1,2,808,6
3200.0,3,1,623,6
1560.0,3,2,963,2
,3,3,1246,8
780.0,3,3,1062,4
1870.0,1,1,514,1
,2,1,738,8
4000.0,1,1,628,5
2800.0,2,1,635,6
1860.0,2,2,1115,1
1110.0,2,2,953,4
3720.0,3,1,782,5
1900.0,2,3,1250,1
,3,2,1088,8
1320.0,1,1,713,2
950.0,3,2,1049,2
,2,1,720,8
,2,1,613,6
2220.0,3,2,933,2
2500.0,3,3,1385,8
1464.0,3,2,1144,3
4200.0,2,2,1138,7
,2,2,1021,8
2750.0,2,1,684,7
1800.0,1,1,627,3
,3,1,609,8
3380.0,1,1,526,7
1748.0,2,1,714,1
3900.0,2,1,662,5
940.0,1,3,1353,1
1700.0,1,2,989,4
2600.0,1,2,868,8
1091.4,3,3,1359,3
2362.0,1,2,864,7
2600.0,2,1,797,7
,2,2,1012,6
8220.0,3,1,687,5
896.0,3,3,1006,1
1424.0,1,3,1295,4
572.0,1,4,1304,3
1610.0,2,2,1072,2
1540.0,1,3,1214,1
,2,2,1118,7
2155.0,3,2,1015,2
1740.0,3,2,973,3
2820.0,1,2,893,6
,2,3,1120,8
1290.0,2,2,971,2
1700.0,2,2,1167,3
2280.0,1,1,742,8
1156.0,2,1,631,2
3920.0,1,1,599,6
1280.0,3,1,606,4
2200.0,2,2,1090,2
1736.0,3,2,1150,3
1540.0,2,2,1174,4
,3,2,1155,7
,1,1,629,7
2000.0,2,2,1042,2
1130.0,2,2,1080,4
1560.0,2,2,915,3
1700.0,2,2,1068,4
698.0,2,3,1197,1
,3,1,789,5
1100.0,1,3,1006,3
4750.0,3,2,1131,8
901.0,2,3,1314,1
1860.0,2,2,1183,4
1616.0,2,3,1248,2
2700.0,1,3,1318,7
932.0,3,3,1169,2
1140.0,2,2,1044,1
1734.0,2,2,1131,2
,3,1,688,7
1580.0,2,3,1083,2
2080.0,3,1,621,2
2800.0,3,2,1171,6
1000.0,1,2,916,1
1300.0,3,2,1134,3
1706.0,1,1,598,1
1360.0,2,2,1176,4
1840.0,1,2,977,3
1160.0,2,3,1110,3
1520.0,1,3,1269,4
3870.0,3,3,1386,8
1600.0,2,3,1004,3
2342.0,2,2,1198,1
1624.0,2,3,1084,4
5960.0,3,1,693,8
,3,2,938,5
,3,1,721,5
1674.0,1,3,1282,4
,1,1,726,6
,3,1,616,7
2000.0,2,1,668,2
1600.0,1,2,803,4
1300.0,2,2,1103,3
,2,2,906,6
1100.0,2,1,651,2
2440.0,1,2,871,7
1412.0,1,1,736,3
,2,3,1089,8
,3,2,918,7
766.0,2,3,1262,1
1330.0,3,2,1132,1
1280.0,1,2,982,4
3500.0,3,2,933,6
4260.0,1,1,533,7
4200.0,1,1,681,6
1120.0,3,3,1116,2
,1,1,553,8
1200.0,1,2,863,1
,1,1,533,8
878.0,2,2,937,1
1900.0,2,2,904,1
776.0,2,2,1192,3
,3,1,632,8
2230.0,1,1,531,7
1442.0,3,2,1126,1
1546.0,3,3,1078,1
1408.0,2,2,1042,4
2780.0,1,2,813,6
2560.0,1,1,579,7
,1,1,700,8
990.0,3,3,1120,1
,1,2,856,7
1918.0,1,2,867,3
,2,2,1184,8
1580.0,1,1,710,2
1398.0,1,2,918,2
1762.0,2,2,980,1
,2,2,1102,6
1270.0,1,3,1188,4
,2,3,1228,8
1392.0,2,1,637,3
,3,1,700,5
2060.0,1,2,850,6
2400.0,1,2,833,8
1207.0,1,1,587,2
3100.0,1,2,808,5
820.0,3,3,1382,2
770.0,2,4,1213,3
,2,1,675,7
,3,3,1062,5
,3,3,1141,5
1212.0,2,2,961,3
1524.0,3,3,1103,2
1930.0,2,3,1090,3
1544.0,3,2,970,3
2290.0,3,2,1159,4
,1,1,710,5
2440.0,1,2,919,6
2662.0,2,1,744,5
1640.0,3,1,620,3
1160.0,1,3,1385,2
6030.0,1,1,704,5
1160.0,3,2,1145,3
2348.0,3,2,1040,4
1143.1,3,2,1032,2
1584.0,3,3,1059,1
850.0,3,4,1544,1
1200.0,1,4,1688,2
1400.0,2,3,1249,4
1978.0,3,1,695,3
860.0,2,2,1175,1
1600.0,1,1,617,4
1524.0,1,2,900,4
2520.0,2,1,725,5
,2,2,1146,6
1030.0,2,1,755,3
961.5,2,3,1097,2
840.0,2,2,912,2
706.0,2,4,1696,2
,3,3,1082,7
1434.6,3,2,1123,4
1620.0,2,1,771,2
2620.0,2,2,1118,5
4310.0,1,2,819,5
1830.0,2,2,982,4
2214.0,2,1,674,1
1620.0,1,1,521,1
4200.0,1,2,965,6
3850.0,2,2,941,6
,1,1,534,7
,1,3,1367,7
,3,1,642,8
3850.0,1,2,989,6
1601.0,2,1,603,1
,3,1,695,6
,3,1,732,5
7180.0,3,1,619,6
3490.0,3,2,1086,5
1110.0,2,1,743,1
4600.0,3,1,685,5
3490.0,2,1,754,5
,3,3,1214,8
,3,2,1159,8
1740.0,2,3,1135,2
2700.0,1,2,995,6
910.0,1,3,1102,4
975.5,2,3,1078,4
1260.0,2,2,999,1
1517.0,2,2,950,4
1890.0,3,1,618,2
,1,2,904,5
1790.0,2,3,1248,1
1860.0,3,1,675,3
2260.0,1,3,1213,6
,3,4,1696,6
1720.0,1,3,1148,1
975.0,1,2,865,4
1340.0,1,2,826,3
1240.0,1,3,1155,1
1260.0,2,2,900,1
1260.0,3,2,1060,1
,3,2,996,5
,3,2,1106,8
,2,1,619,5
740.0,2,3,1361,4
1120.0,3,3,1155,2
2050.0,2,2,1166,4
740.0,2,3,1167,4
1596.0,3,2,989,4
2012.0,2,2,942,2
3100.0,2,2,1117,6
2020.0,3,3,1345,1
2400.0,3,2,970,4
1747.0,1,1,529,2
3400.0,3,2,1037,8
1492.0,1,2,970,3
,2,3,1068,6
2512.0,3,3,1096,8
1570.0,2,2,1004,3
1090.0,3,1,772,2
1546.0,3,2,927,2
876.0,2,4,1684,2
1258.0,2,2,1160,1
,3,4,1476,5
1700.0,2,2,1192,2
2960.0,3,2,1002,6
965.0,2,3,1257,1
1904.0,3,2,968,4
2010.0,1,3,1303,5
,2,3,1372,6
6800.0,3,1,790,5
1183.002,3,3,1028,3
1030.0,3,2,1041,1
,3,2,1068,5
662.0,3,3,1272,2
1460.0,1,2,948,4
2220.0,3,1,722,3
,3,1,786,6
4178.0,3,2,954,7
1385.4,2,1,752,2
1805.0,3,1,666,3
3620.0,1,3,1232,8
1772.0,2,3,1337,2
1460.0,3,2,1029,4
2072.0,3,1,759,3
,1,2,810,7
1550.0,3,2,941,1
2330.0,2,3,1224,1
1096.0,1,2,991,3
2440.0,1,2,899,6
830.0,3,4,1500,3
1440.0,2,2,1189,1
4840.0,2,1,673,5
1650.0,2,2,1089,3
2900.0,3,2,1071,5
,3,1,785,7
1280.0,2,2,931,2
,1,2,851,7
1560.0,2,3,1310,3
1678.0,1,1,629,2
2100.0,3,2,1015,2
500.0,1,4,1359,2
,3,2,941,7
2760.0,3,1,666,7
,1,2,883,6
2002.0,3,1,774,2
5400.0,3,1,687,8
930.0,2,2,1106,3
2600.0,2,1,609,7
2060.0,1,1,504,7
,2,4,1520,6
,3,2,1102,6
2340.0,1,2,927,8
560.0,1,4,1248,1
,2,3,1274,8
,1,1,622,8
2640.0,2,2,980,5
3360.0,2,1,671,8
1370.0,3,3,1209,1
990.0,1,2,984,4
1201.6,1,3,1316,4
2200.0,1,1,710,6
1540.0,2,3,1141,1
,2,2,1036,6
1458.0,3,2,1048,1
2910.0,2,2,1035,8
3740.0,3,2,1084,8
1366.0,1,2,851,1
1102.0,2,2,1070,3
,2,2,915,7
,3,3,1129,6
818.0,1,2,845,3
950.0,2,2,1123,2
3240.0,3,1,723,8
1220.0,1,2,889,1
2776.0,1,2,805,8
2620.0,2,1,774,7
,3,3,1014,6
2404.0,3,1,714,3
2300.0,3,2,931,4
,2,1,705,8
1260.0,2,2,1137,2
,3,1,740,5
1386.0,2,1,604,1
,2,2,1017,7
,1,3,1374,5
,3,1,722,5
,3,2,972,7
1396.0,3,3,1130,3
618.0,1,3,1283,1
,1,2,929,8
1616.0,1,2,958,4
2620.0,3,1,796,7
1225.0,2,1,703,1
756.0,3,2,945,1
891.0,3,3,1292,3
,3,2,1191,6
1380.0,2,1,790,3
2410.0,3,2,1159,4
1338.0,3,3,1314,2
3100.0,1,2,804,6
1160.0,2,3,1138,4
1360.0,3,3,1215,3
1260.0,1,1,640,2
,3,2,989,5
844.0,1,3,1354,4
1300.0,3,3,1300,2
2446.0,1,1,520,7
,2,2,1128,5
,3,1,748,7
1904.0,2,2,1081,1
,1,3,1178,8
3322.0,1,1,707,7
2840.0,2,1,773,5
1450.0,1,3,1005,2
1380.0,2,1,636,1
1890.0,2,2,936,2
1150.0,1,2,800,4
,1,2,908,7
2800.0,2,1,692,7
3860.0,2,3,1175,5
1632.0,2,3,1208,1
736.0,2,2,956,2
,3,3,1283,7
880.0,2,3,1011,4
2004.0,2,2,1025,4
,3,2,1003,8
,2,1,668,7
,2,1,779,6
1366.0,2,2,1000,3
3700.0,1,1,684,6
3740.0,2,2,907,5
,3,2,1108,7
1470.0,2,1,629,4
3200.0,3,2,1021,6
1244.0,1,2,813,1
,1,1,502,6
,3,2,921,7
6180.0,2,2,1151,6
,3,2,1075,8
1900.0,1,3,1328,2
1380.0,3,1,626,2
,2,1,675,5
1040.0,2,2,1065,4
1100.0,3,3,1127,1
,2,3,1033,5
980.0,1,2,815,2
2076.0,1,3,1331,7
1101.728,1,3,1198,1
,3,2,1176,5
1622.0,1,3,1198,3
592.0,2,2,969,1
1900.0,3,1,717,2
,3,2,1171,8
1300.0,3,1,684,1
2300.0,1,3,1206,7
1716.0,2,2,1035,3
1860.0,2,2,939,4
2780.0,3,2,1160,5
,2,2,1170,6
1660.0,2,2,990,3
,3,2,908,6
1836.0,1,2,989,2
,3,1,603,7
2664.0,1,3,1288,5
,2,2,1141,6
3500.0,2,1,753,7
,2,3,1105,5
1060.0,1,3,1011,1
2740.0,2,2,904,6
,2,2,976,8
2650.0,1,2,959,7
1228.0,1,1,581,3
1300.0,1,3,1202,2
,3,2,915,8
1310.0,2,2,953,4
1530.0,1,2,912,3
2260.0,2,1,679,4
,3,1,624,6
1042.0,1,1,632,1
,1,2,993,7
,1,2,903,5
1670.0,3,2,982,3
966.0,2,2,1183,4
2400.0,3,2,1125,4
4700.0,1,2,986,8
1751.0,2,3,1118,2
2972.0,3,2,974,5
780.0,2,4,1554,2
1377.0,2,1,610,3
,3,3,1287,5
2850.0,3,1,795,5
1314.0,2,2,1039,1
1640.0,3,3,1227,4
,3,4,1495,6
1214.0,2,3,1311,1
2660.0,1,3,1119,7
1226.0,2,3,1323,2
1141.0,1,1,619,2
,2,2,1045,8
1480.0,2,1,722,2
1746.0,1,3,1012,1
1140.0,3,3,1166,1
1334.0,2,2,1016,4
1340.0,1,2,805,1
1090.0,1,1,730,2
,1,2,877,8
830.0,3,2,994,3
,3,2,1177,8
,1,1,670,8
1080.0,3,3,1233,4
1300.0,2,1,771,3
,2,2,931,6
1634.0,3,1,703,2
2302.0,2,2,1067,1
,3,2,1167,8
,1,3,1324,7
1202.0,2,1,715,4
2822.0,2,1,754,5
,3,2,1084,8
2230.0,2,2,1096,1
1090.0,2,3,1128,1
1850.0,2,2,1087,4
2120.0,3,2,1192,3
1632.0,3,3,1041,3
1800.0,3,3,1216,2
,1,1,508,5
5364.0,2,2,1178,7
,3,2,1163,7
2600.0,3,2,958,5
2700.0,2,1,644,8
1550.0,1,1,640,3
1060.0,2,2,1174,2
1740.0,3,2,945,4
,3,1,659,5
1360.0,1,1,589,3
1972.0,2,1,791,2
1205.0,3,1,738,1
2800.0,3,2,1090,5
,1,2,926,8
1134.0,3,3,1199,3
,3,1,653,8
,3,2,1135,7
2020.0,2,2,1150,3
1100.0,1,1,511,3
2400.0,1,1,575,5
1540.0,3,2,1040,4
,1,2,806,7
,2,2,1199,8
2620.0,3,2,1028,8
1130.0,3,2,1162,3
1500.0,2,2,1068,3
1370.0,1,1,517,2
2150.0,3,2,1104,3
,2,1,615,6
1720.0,3,1,670,4
1993.0,2,2,1019,3
3000.0,2,1,784,7
2134.0,2,2,1151,1
3660.0,1,2,942,8
1200.0,2,3,1257,1
,2,4,1236,7
2520.0,3,1,765,5
2900.0,3,2,913,8
1320.0,3,1,642,2
1046.0,2,3,1155,2
1367.0,2,2,1097,4
2730.0,2,2,1027,6
8450.0,3,1,687,8
1102.0,2,3,1276,3
,2,1,619,7
2260.0,2,3,1039,4
3040.0,2,1,701,5
1234.0,2,1,786,3
2352.0,1,1,666,8
624.0,1,4,1647,2
4240.0,1,2,965,8
3550.0,2,1,628,8
1660.0,2,2,945,3
830.0,1,1,560,3
1003.0,2,2,995,2
,1,2,997,6
1000.0,3,3,1096,2
1000.0,1,3,1398,3
1970.0,2,2,1108,2
,2,2,1154,5
3640.0,2,1,765,7
1662.0,1,1,599,4
,1,3,1208,5
3020.0,2,3,1341,5
1500.0,2,2,1082,2
2400.0,2,3,1338,4
1700.0,2,3,1333,2
1500.0,3,3,1358,4
1760.0,1,3,1323,2
,3,2,1029,6
1290.0,1,4,1299,1
1280.0,3,3,1394,2
2860.0,3,2,1172,8
2610.0,1,1,612,6
3800.0,1,2,924,7
1660.0,1,2,994,1
1748.0,2,1,615,4
,1,2,957,8
5700.0,1,1,745,8
,3,1,640,6
1810.0,1,3,1258,2
1922.0,3,2,1100,4
1776.0,1,2,969,4
1300.0,2,1,633,3
,2,3,1214,6
,2,1,791,5
1960.0,2,1,743,4
,1,2,851,6
1174.0,3,3,1134,2
2000.0,3,2,1005,2
1700.0,2,2,1140,1
805.0,2,2,906,4
2350.0,3,1,673,3
1020.0,2,2,910,4
1400.0,3,2,1137,1
1360.0,1,2,947,1
1630.0,2,3,1281,2
1200.0,3,2,1072,4
,2,3,1382,8
1480.0,2,1,634,2
,2,1,706,6
1720.0,2,2,908,4
1470.0,1,2,998,3
3100.0,3,1,667,5
1215.0,1,2,901,1
2310.0,3,2,988,2
1150.0,1,1,711,2
2612.0,2,2,909,8
,1,1,579,7
1200.0,1,3,1013,4
1485.0,1,3,1344,3
960.0,1,3,1123,3
680.0,3,3,1302,1
2402.0,1,1,524,6
,3,2,936,8
,2,2,1014,6
780.0,3,2,1088,1
1660.0,1,3,1232,3
1392.0,3,2,1053,2
,2,3,1371,5
1120.0,1,1,701,3
1600.0,1,2,944,1
840.0,1,2,877,2
2382.3,2,1,693,4
2656.0,2,1,744,5
,2,3,1257,6
,3,3,1259,6
1520.0,1,3,1107,2
,3,1,735,8
1080.0,2,2,1029,1
1714.0,2,3,1362,1
4840.0,1,1,743,8
1540.0,1,3,1371,1
1340.0,1,2,986,3
,1,2,976,5
,3,2,952,8
2062.0,3,1,734,2
1160.0,3,3,1299,2
,3,1,762,7
1164.0,2,3,1280,2
3000.0,2,1,642,6
1320.0,2,3,1097,3
880.0,1,3,1399,3
900.0,2,3,1254,1
962.0,3,3,1144,3
916.0,1,3,1361,3
840.0,3,2,1103,2
2840.0,2,2,916,6
,3,3,1384,5
1250.0,1,3,1172,3
3800.0,2,1,726,7
1800.0,1,1,711,3
2200.0,2,3,1281,4
1244.0,1,3,1344,3
2812.0,1,1,551,7
1890.0,2,2,1157,3
1190.0,2,1,739,4
1104.0,3,2,1178,2
826.0,3,2,914,2
1330.0,1,3,1137,1
1872.0,2,2,1013,2
1772.0,3,3,1321,1
2074.0,3,2,1147,1
2700.0,3,2,1168,7
1220.0,1,2,801,2
2102.0,3,2,1114,4
1535.0,1,2,957,2
,3,2,1079,8
1204.0,1,3,1023,2
890.0,2,4,1412,3
,1,2,822,7
614.0,1,3,1176,3
3800.0,1,2,963,7
3000.0,3,2,1015,7
2020.0,1,2,933,6
2683.0,3,2,969,5
1320.0,2,3,1238,1
1520.0,2,2,1055,1
,1,2,988,8
,1,2,949,6
1680.0,2,2,1142,3
2200.0,3,2,1031,4
1070.0,2,3,1094,2
,2,2,1164,8
1841.6,1,2,927,3
2400.0,1,2,821,5
880.0,1,3,1187,1
1674.0,1,3,1181,1
1200.0,2,2,923,3
,1,2,828,7
,3,2,944,5
840.0,3,3,1268,2
,3,2,1024,8
,2,2,1032,8
2720.0,2,2,967,6
2960.0,2,1,661,5
804.0,3,4,1213,3
1322.0,1,4,1416,1
3600.0,2,1,788,5
2550.0,3,1,716,6
2580.0,2,2,928,7
,3,1,764,6
,1,1,509,8
1142.0,2,1,602,2
1300.0,2,2,1101,3
1160.0,2,1,632,2
1280.0,2,1,721,1
,1,2,951,7
981.0,2,1,704,3
,3,3,1239,8
5912.0,3,2,963,8
1105.0,1,2,856,4
3440.0,3,1,771,6
,2,2,976,7
1930.0,2,1,648,1
980.0,2,3,1299,2
,3,2,905,7
1444.0,3,3,1365,1
1960.0,3,1,603,2
,2,2,1023,7
1012.0,3,3,1084,2
,3,2,1073,5
740.0,1,4,1551,3
940.0,2,3,1113,1
1680.0,1,2,824,1
1070.0,2,3,1336,3
,3,1,738,7
,2,4,1251,6
2220.0,3,3,1206,3
1644.0,1,2,876,2
,2,1,602,8
,1,2,915,5
,1,1,749,5
,2,2,958,8
1491.0,3,3,1124,1
4660.0,1,1,540,6
1630.0,3,1,682,1
2130.0,2,1,748,3
925.0,2,2,1198,4
1540.0,2,2,1104,2
1772.0,2,1,722,2
1520.0,3,2,1000,4
1300.0,1,2,815,3
,3,2,1160,6
1900.0,1,1,739,1
4000.0,1,3,1118,5
7000.0,2,1,717,6
,3,2,1149,8
2700.0,3,1,733,6
1470.0,1,1,669,3
1984.0,1,2,994,3
1982.0,3,2,1122,1
2400.0,1,1,707,5
3422.0,3,2,1005,7
2350.0,3,1,757,4
3850.0,3,2,1061,8
,2,1,776,8
3030.0,1,3,1162,5
2810.0,2,3,1036,8
1060.0,3,2,1182,1
,2,2,943,5
,3,3,1338,7
,3,2,1031,5
1720.0,1,3,1300,2
2935.0,2,2,971,7
,3,2,927,5
,3,1,679,7
,3,2,953,8
926.0,2,3,1192,1
,3,3,1041,7
4160.0,3,1,759,5
840.0,1,4,1288,3
,3,2,1050,6
,3,1,652,5
1602.0,2,1,636,1
1936.0,3,2,989,4
1560.0,3,1,720,4
1186.0,2,2,1060,2
4200.0,2,1,611,5
790.0,3,3,1114,2
1040.0,3,2,1033,4
1270.0,2,2,949,1
2370.0,2,2,1134,1
2940.0,3,3,1026,7
880.0,1,2,906,3
1074.0,1,2,868,1
3500.0,1,1,724,5
1040.0,2,3,1017,2
3134.0,2,2,1126,7
,1,2,830,6
5060.0,3,1,634,6
1812.0,3,2,928,1
1002.0,1,2,805,2
,3,1,770,8
3380.0,2,2,1036,8
1540.0,1,3,1070,4
,2,2,1175,6
780.0,2,2,1066,3
2800.0,2,3,1313,8
662.0,3,4,1744,3
1320.0,3,2,1049,2
2530.0,3,2,1081,6
3240.0,3,1,692,8
2464.0,2,2,974,3
,2,2,1071,7
2720.0,3,2,1104,6
,1,2,883,7
1060.0,2,3,1311,1
2100.0,2,3,1250,1
,2,1,653,8
,3,2,922,7
2450.0,2,1,673,1
4770.0,1,1,715,5
